ABEV3;51;47;0,2978723404255319;1204,143110774396;0,20414311077439606;0,35266456341762886;0,16905002409083836;-0,08285564932676093
AZUL4;45;31;0,3548387096774194;3947,623556520092;2,947623556520092;0,9593750061201198;0,5441176965574921;-0,09702208090456332
B3SA3;64;35;0,34285714285714286;3970,4510018687215;2,9704510018687214;5,73063673550696;0,4447752047834861;-0,08369474329135773
BBAS3;35;57;0,3157894736842105;4332,546777292982;3,3325467772929827;1,0302746070122542;0,6484317317966455;-0,18800569317230065
BBDC4;41;46;0,30434782608695654;2781,0689824353544;1,7810689824353543;1,0652544588824573;0,4707426562861172;-0,07662553083278345
BPAC11;32;25;0,4;12538,856238811652;11,538856238811652;6,976715504067416;1,8026736331114463;-0,11789486109838543
CSNA3;29;57;0,45614035087719296;54965,73029625884;53,96573029625883;10,00260950554366;1,6720002107005554;-0,0810234461299304
ELET3;12;116;0,3103448275862069;9304,73533685204;8,30473533685204;8,405754718069057;1,090109948337528;-0,1253264319565539
GGBR4;18;84;0,36904761904761907;6841,8849526474;5,8418849526473995;2,6187187300386356;0,7574259947698008;-0,08256900384669019
GNDI3;100;13;0,38461538461538464;2838,4177831417283;1,838417783141728;3,2586447002861654;1,5366865861724643;-0,02715765902085454
ITSA4;50;49;0,2653061224489796;1973,1673318003138;0,9731673318003138;1,383070387400271;0,28547966204197084;-0,09181649867149433
ITUB4;49;54;0,2777777777777778;1721,2834373234953;0,7212834373234953;1,152391297053414;0,26505730921448767;-0,10825426110712832
JBSS3;31;57;0,2631578947368421;2329,25197218544;1,32925197218544;2,1130066719790785;0,4966975913348266;-0,10769248840500345
LREN3;30;68;0,2647058823529412;2987,2833110923702;1,9872833110923702;2,937886722104512;0,47060769598999896;-0,052987509682209666
MGLU3;49;32;0,375;187870,6999792989;186,8706999792989;97,18272867250917;5,387859604312308;-0,08041406410101815
NTCO3;9;31;0,3225806451612903;1252,9649867672908;0,25296498676729073;0,5441536740121509;0,3010590146101755;-0,10934257274941206
PETR3;32;62;0,24193548387096775;4125,395348179506;3,125395348179506;2,7113362754484385;0,6207826588688337;-0,0792838037694269
PETR4;33;58;0,2413793103448276;5526,026545967638;4,526026545967638;2,5033349742421422;0,9059303705291519;-0,07705701476630356
PRIO3;38;44;0,25;90929,21571829803;89,92921571829802;43,295454265288086;1,579245888851109;-0,09845201392644931
RENT3;34;47;0,3191489361702128;9216,218129974364;8,216218129974365;5,617211173465076;0,4434018905099828;-0,12441170786767042
SUZB3;34;31;0,25806451612903225;3196,847004085772;2,1968470040857717;2,177996130380104;1,3562430308236864;-0,08718293676232236
USIM5;18;83;0,2891566265060241;23414,432800270326;22,414432800270326;3,1587832843001262;1,0421834043289282;-0,15945320492794235
VALE3;32;62;0,3225806451612903;5120,655380834671;4,120655380834671;5,9872013451061505;0,5851569078343875;-0,18835029257132485
VVAR3;31;59;0,23728813559322035;7280,787434402846;6,280787434402846;1,413061124195146;1,7556903530997165;-0,1812500538541797
WEGE3;16;98;0,336734693877551;6369,704001700095;5,369704001700096;5,376623117611459;0,7915764763532869;-0,08940048240652976
